12,Serendip Lab Festival 2018 (SRNDPCD008),"","",,2018-10-24 18:38:30 UTC,2018-10-24 18:38:30 UTC,http://res.cloudinary.com/dafwvtnmf/image/upload/v1540406311/fcyecwmow5i3ihua1cht.jpg,1,Octobre 2018,"",https://serendiplab.bandcamp.com/track/myako-sky-mirage,Various
11,Bluereed,"","",,2018-10-11 16:45:45 UTC,2018-10-17 16:40:37 UTC,http://res.cloudinary.com/dafwvtnmf/image/upload/v1539276345/bg9hhevscndmden7nmdh.jpg,1,"","","",""
10,when suddenly the ground shake .​.​. the blackbird in me coming out (various),"","",,2018-10-11 16:44:54 UTC,2018-10-17 16:43:47 UTC,http://res.cloudinary.com/dafwvtnmf/image/upload/v1539277053/j9kci3w4dzbgiq8bmkpc.jpg,1,"",  ,"",""
9,Split,"","",,2018-10-11 16:44:22 UTC,2018-10-11 16:44:22 UTC,http://res.cloudinary.com/dafwvtnmf/image/upload/v1539276262/bci5hnrw6zrgwifghfms.jpg,2,,,,
8,Ronde 2 (Various),"","",,2018-10-11 16:43:42 UTC,2018-10-11 16:43:42 UTC,http://res.cloudinary.com/dafwvtnmf/image/upload/v1539276223/zjkivkl9spoknepcynsq.jpg,1,,,,
1,White Tiger,"On this adventurous four track album each song tells a different story from a nameless urban jungle.  From rumbling soundscapes to dubby techno grooves, the raw and vivid sound of modular synth interweaves perfectly with occasional organic textures of field recordings.","",,2018-10-04 16:03:37 UTC,2018-10-17 16:41:03 UTC,http://res.cloudinary.com/dafwvtnmf/image/upload/v1539189407/dzaw5ez9nuxizbvjqjiy.jpg,1,Janvier 2018,https://nonarec.bandcamp.com/album/white-tiger,https://nonarec.bandcamp.com/album/white-tiger,Tape EP
